    附件


序号       所属省   所属市    所属县（区）              学校名称
1110   江苏省    泰州市    兴化市            兴化市陈堡中心小学
1111   江苏省    泰州市    兴化市            兴化市安丰中心小学
1112   江苏省    镇江市    扬中市             扬中市明珠小学
1113   江苏省    镇江市    润州区             镇江市长山学校
1114   江苏省    镇江市    扬中市             扬中市滨江小学
1115   江苏省    镇江市    润州区             镇江市第二中学
1116   江苏省    镇江市    京口区             镇江心湖高级中学
1117   江苏省    镇江市    扬中市            江苏省扬中高级中学
1118   江苏省    镇江市    京口区          镇江第一外国语学校附属小学
1119   江苏省    扬州市    广陵区            扬州高等职业技术学校




                           16
1120   江苏省   扬州市    邗江区            扬州市树人高级中学
1121   江苏省   扬州市    广陵区             扬州市文津中学
1122   江苏省   扬州市    邗江区         扬州经济技术开发区振兴花园学校
1123   江苏省   扬州市    邗江区            扬州市四季园小学
1124   江苏省   扬州市    邗江区           扬州市邗江区第一中学
1125   江苏省   扬州市    邗江区           扬州市邗江区美琪学校
1126   江苏省   扬州市    江都区          扬州市江都区大桥高级中学
1127   江苏省   扬州市    江都区          扬州市江都区仙女镇张纲小学
1128   江苏省   扬州市    江都区          扬州市江都区樊川中心小学
1129   江苏省   扬州市    江都区           扬州市江都区吴桥中学
1130   江苏省   扬州市    江都区          扬州市江都区真武镇杨庄中学
1131   江苏省   扬州市    仪征市             仪征市宝能小学
1132   江苏省   扬州市    仪征市             仪征市新城中学
1133   江苏省   扬州市    仪征市           仪征市陈集镇中心小学
1134   江苏省   扬州市    仪征市             仪征市实验小学
1135   江苏省   扬州市    高邮市            高邮市汪曾祺学校
1136   江苏省   扬州市    高邮市            高邮市车逻镇小学
1137   江苏省   扬州市    宝应县           江苏省宝应中等专业学校
1138   江苏省   扬州市    宝应县           宝应县桃园小学北校区
1139   江苏省   扬州市    宝应县             江苏省宝应中学
1140   江苏省   盐城市    亭湖区           盐南高新区伍佑初级中学
1141   江苏省   盐城市    亭湖区           盐城市长江路实验学校
1142   江苏省   盐城市    亭湖区           盐城市亭湖区李灶小学
1143   江苏省   盐城市    盐都区            盐城高新区实验初中
1144   江苏省   盐城市    大丰区          盐城市大丰区盐垦初级中学
1145   江苏省   盐城市    大丰区          盐城市大丰区小海初级中学
1146   江苏省   盐城市    响水县             响水县港城中学
1147   江苏省   盐城市    响水县            响水县张集实验学校
1148   江苏省   盐城市    滨海县         滨海县第一初级中学西湖路分校
1149   江苏省   盐城市    滨海县            滨海县八滩第二中学
1150   江苏省   盐城市    阜宁县             江苏省阜宁中学
1151   江苏省   盐城市    阜宁县          阜宁县实验初中苏州路校区
1152   江苏省   盐城市    射阳县             射阳县海都中学
1153   江苏省   盐城市    射阳县            射阳县海都实验小学
1154   江苏省   盐城市    建湖县           建湖县高作镇中心小学
1155   江苏省   盐城市    建湖县           建湖县上冈实验初级中学
1156   江苏省   盐城市    东台市            东台市南沈灶镇小学
1157   江苏省   盐城市    东台市           东台市五烈镇廉贻小学
1158   江苏省   淮安市    涟水县            涟水县郑梁梅中学
1159   江苏省   淮安市    涟水县           涟水县五港镇中心小学
1160   江苏省   淮安市    金湖县            金湖县育才初级中学
1161   江苏省   淮安市    盱眙县             盱眙县实验中学
1162   江苏省   淮安市    盱眙县            盱眙县三河实验小学
1163   江苏省   淮安市    清江浦区        淮安生态文化旅游区沁春路小学
1164   江苏省   淮安市    清江浦区           淮安市南马厂小学
1165   江苏省   淮安市    洪泽区            淮安市东双沟小学
1166   江苏省   淮安市    淮阴区          淮阴师范学院附属实验学校
1167   江苏省   淮安市    淮阴区            淮安高新区高级中学
1168   江苏省   淮安市    淮安区          江苏省淮安工业中等专业学校
1169   江苏省   淮安市    淮安区            淮安市仇桥中心小学
1170   江苏省   淮安市    淮安区            淮安市顺河中心小学
1171   江苏省   淮安市    清江浦区          南京外国语学校淮安分校
1172   江苏省   淮安市    清江浦区           淮安市新民路小学
1173   江苏省   淮安市    清江浦区           淮安市清江浦中学
1174   江苏省   淮安市    清江浦区          江苏省淮安中等专业学校
1175   江苏省   淮安市    清江浦区            江苏省清江中学
1176   江苏省   淮安市    清江浦区            江苏省淮阴中学
1177   江苏省   连云港市   海州区           连云港市岗埠中心小学
1178   江苏省   连云港市   海州区            连云港市孔望山小学
1179   江苏省   连云港市   海州区           连云港市新海实验小学
1180   江苏省   连云港市   灌云县             灌云县陡沟中学
1181   江苏省   连云港市   灌云县            灌云县云湖初级中学
1182   江苏省   连云港市   连云区           连云港市东辛农场小学
1183   江苏省   连云港市   连云区            连云港华杰实验学校
